Subject;Author;Date;Time;HTML Article
LSD:n runkosarjakatsaus;LSD;2004-02-19;22:53:48;<p>Kauteen 2004 lähtö ei ollut LSD:lle aivan pässinliha tasolla selvyydessään: Viime tingassa mukaan lähteminen liigaan vaikka ajatuksissa oli jo ollut liigapaikasta luopuminen ja eläkkeelle vetäytyminen sekä kovalla kiireellä joukkueen kasaan haaliminen aiheuttivan sen, ettei peruskuntokauden harjoituksiin ehditty. Heti runkosarjan alkaessa oli ongelmia kiireisten pelaajien paikalle ehtimisen kanssa ja tämä ongelma on läsnä vielä jatkossakin, ammattilaispelaajillakin kun voi olla myös muuta elämää kuin areenalla hengailu. Syyskauden kompurointi ja varsinkin Beke 'Pekka' Riialin hankkiminen aikaansaivat useita lauseita joissa vilistivät edellä mainittujen lisäksi sanat: divari ja kolmas kerta. Lumien tultua nämä huutelut heltisivät hetkeksi, joukkueen kerrankin ollessa liki 90%:sti paikalla ja korjatessa superweekendistä täyden saaliin, vain alkaakseen pian uudelleen entistä voimakkaampina LSD:n jumiutuessa tahkomaan ees-taas yli karsintaviivan sitä myöten oliko pelissä menossa ylä-<br>vai alamäki. Pitkään näyttikin siltä että rookie VTTU saa parikseen karsintakamppailuun joko Labran tai <br>Pentit, mutta Pleen parantaessa peliään kuin sikailija juoksuaikaansa jäivät viivaa halaamaan LSD ja KCK.</p><p><br></p><p>Näin runkosarjan viimeisessä pelissä oli suuret panokset ja joku oli kai hieman kerinnyt jo jännittämäänkin. Pelin kulku oli suunnilleen seuraava: KCK aloitti kuten mopoilijoilla on tapana yleensä ollutkin: 9 kyykkää ulos ja kona näytti iranilaiselta junalta, tosin ilman liekkejä. LSD vastasi napsauttamalla 20 ja yleisöön asti kuului KCK:n pelaaja-aitoista kova-ääninen *krak* kun joukkueen henkinen selkäranka katkesi. Se oli sitte vähän niinku siinä ja numerot 48-16 (26-4).</p><p><br></p><p>Ensi viikolla puolivälieriin LSD saa vastaansa ITKK-99:n ja ensimmäinen peli on tiistaina 18:30, sen tulee voittamaan ITKK. Torstaiksi LSD sisuuntuu ja voittaa mutta perjantaina pelattavan viimeisen pelin LSD tulee häviämään pisteellä. Kolmas kerta toden sanoo.</p>
Otteluraportti: KCK-VTTU 24.2.2004;Juha Huttunen / KCK;2004-02-25;08:51:03;<p>19.02. pelatun KCK-LSD ottelun jälkeen siirryttiin KCK:n osilta pudotusotteluihin, LSD:n livahtaessa niukasti runkosarjan pisteissä ohi. Vastustajaksi tuleviin otteluihin sijoittui runkosarjan jumbosijan vankasti jo ajoissa varmistanut VTTU.</p><p><br></p><p>Maanantaisen murskavoiton jälkeen KCK:lla oli mahdollisuus ratkaista joukkueiden välinen paremmuus heti seuraavana päivänä. Otteluvoiton tavoittelusta merkkinä oli heti havaittavissa se, että kumpikin joukkue marssitti kentälle edeltävänä päivänä hyvässä tuloskunnossa olleita pelaajia.</p><p><br></p><p>Ensimmäiseen erään lähdettiin KCK:n heittonsa jälleen kohdilleen löytäneen O. Hämäläisen aloituksen myötä. Kummankin joukkueen alku sujui vahvasti, ja oli selvää että VTTU pystyisi vastaamaan KCK:n asettamaan haasteeseen Keräsen hyvien heittojen myötä. KCK:n hyvä alku muuttui kuitenkin erän loppupuolella hakuammunnaksi, heittojen sekaan mahtuessa jopa muutaman hauenkin. VTTU hyödynti saamansa edun ja pystyi kirimään eroa lopuksi 13 pisteen verran, päättäen erän tulokseen 20-7.</p><p><br></p><p>Luottavaisena kokoonpanoihinsa kumpikaan joukkue ei tehnyt vaihtoja toiseen erään, KCK:n tehdessä muutoksia pelijärjestykseen vaihtamalla ensimmäisessä erässä hieman epäonnistuneiden Kuusisen ja Huhtasen paikkaa keskenään. Yksittäisten heittojen tuloksia ajatellen hieman laimeammin sujunut toinen erä kuitenkin onnistui KCK:n osalta tuloksellisesti paremmin, ja kovan kirin myötä he pystyivätkin tasoittamaan ratkaisun mahdollisuudet viimeisille heitoille. Hajanaisen kentän myötä saavutettu pistesaldo ei kuitenkaan aivan riittänyt, toisen erän päättyessä 5-15 tulokseen ja VTTU:n täten voittaessa ottelun pistein 25-22 (20-7).</p><p><br></p><p>Lopputuloksen myötä ratkaisu siirtyikin keskiviikolle, jolloin odotettavissa onkin mahdollisesti pudotusottelu/puolivälieräviikon jännittävin ottelu.</p>
Muutoksia otteluaikatauluihin;NKL;2004-02-25;11:27:12;<p>Päällekkäisten otteluiden poistamiseksi ja aikataulun epäloogisuuksien poistamiseksi liigan ja divarin finaaliviikon aikatauluihin on tehty pieniä muutoksia.</p><p><br></p><p>26.2. pelattavat divarin finaaliottelut ovat nyt loogisemmassa järjestyksessä. Pronssiottelu pelataan ensin jonka jälkeen finaali. Divarin finaalit alkavat klo 19:00.</p><p><br></p><p>Liigan finaaliviikon aikatauluun tuli myös pieniä muutoksia. Finaaliviikolla ensimmäisenä otteluna on divarikarsinta, jonka jälkeen pronssiottelu ja finaali. Finaaliviikon ottelut alkavat klo 18:00 paitsi perjantaina mahdollinen kolmas finaaliottelu alkaa klo 18:30. Mikäli joku finaalisarja on ratkennut (esimerkiksi jos torstaina ei pelata liigakarsintaa tai pronssiottelua) peliaikataulu aikaistuu muiden otteluiden osalta.</p>
Otteluraportti: LSD - ITKK 26.2.2004;LSD;2004-02-27;00:06:00;<p>Tiistaina 24.2. käynnistyneet pudotuspelit alkoivat LSD-ITKK kaksikon osalta 19.2. julkaistun <br>käsikirjoituksen mukaan\; ITKK vei ensimmäisen pelin täpärästi 6-62, eikä siitä ole juuri muuta mainitsemisen arvoista kuin että Ahonen-Jääskeläinen.</p><p><br></p><p>Tämän jälkeen LSD:n joukkueenjohtoa informoitiin, että perjantaille saattaisi olla tavallista suurempia vaikeuksia saada täysi joukkue kasaan eli pitäisikin hoitaa koko homma suoraan kahdessa pelissä. Lopputuloksen ollessa jo kaikkien tiedossa piti asia hoitaa niin, että kenellekään ei jää mitään epäselvyyttä tapahtumista, onneksi myös vastustaja näytti olevan tilanteen tasalla ja pelitulokseksi saatiin tiukkaakin tiukempi 44-10. Näin LSD sai keskittyä rantapallojen puhalteluun. Pelistä mainittavan arvoisia seikkoja: Kemppainen 10, Ahonen-Jääskeläinen 92.</p><p><br></p><p>Joukkueiden välisiin eroihin vaikutti kai myös se, että ITKK:n pelaajat ovat viime viikot viettäneet kaiken aikansa treenaamalla LSD:n viettäessä aikaansa jossain aivan muualla. Selkeää korrelaatiota pelitulosten ja reenaamisen välillä on siis havaittavissa.</p><p><br></p><p>Olisi kyllä LSD:llä ollut tekemistä vaikka runkosarjan lopun vauhtia olisi jatkoon asti riittänytkin, Komeettoilla näyttää olevan juuri nyt sellainen liikemäärä päällä että vastaan saa tulla vaikka Lempäälän kisaveikot ja kuinka monta turkulaisvahvistusta eikä tunnu juuri missään. Eikä myöskään kannata kultasepänliikkeen ihan vielä hukata ITKK sapluunaa pokaalinkaiverruskoneesta, tosin jatkossa vastaan tulee taatusti nälkäisempiä vastustajia jotta ei 'NKL:n Ferrarin' kai ihan näytöstyyliin anneta edetä enää.</p><p><br></p><p>Jotta tää kausi oli siis vähän niinku tässä. Kauteen lähdetäessä ei ollut pahemmin tavoitteita eikä niitä kummemmin kauden mittaankaan syntynyt, paitsi että mieluummin ei mentäisi karsintaan, ne on jo nähty muutama vuosi sitten eikä sieltä löytyisi enää mitään uusia kokemuksia, kun joukkue pelaajahankinnoissaan haali kokemusta myös niissä häviämisestä. Runkosarjan lopettaminen viivan yllä taisi olla sitten joukkueelle aivan tarpeeksi tällä kertaa, sillä kaudella kuitenkin saavutettiin paljon kaikenlaista: Yhdet kymppi ja ysi, 77 haukea joista 6 aloituksessa, 29 nollaa, 873 genitaali huudahdusta sekä Beke heitti NKL historiansa ensimmäisen kutosensa.</p><p><br></p><p>Kaikenkaikkiaan<br>Kiitos ja anteeksi.</p>
Kolmannen puolivälierän otteluaika;NKL;2004-02-27;15:04:28;<p>Joistakin Sportaalissakin esiintyneistä ennakkotiedoista poiketen, kolmas puolivälierä PKMM-PLEE pelataan perjantaina 27.2. klo 18:30 alkaen.</p>
Otteluraportti: PKMM-PLEE 27.2.2004;Sami Kontio / PLEE;2004-03-01;10:18:03;<p>Kolmas ja ratkaiseva puolivälieräottelu PKMM:n ja PLEE:n välillä päättyi niukkaan mutta sitäkin selvempään Olvin Penttien voittoon lopputuloksen ollessa 22-20.</p><p><br></p><p>Näin voittojen ollessa 1-2 Penteille, menevät oranssilakit välieriin. Olvin Pentit toivottavatkin rakkaille arkkivihollisilleen iloista kesälomaa ja onnea ensi vuoden peleihin!</p><p><br></p><p>Välieriin lähdetäänkin sitten takki auki ja viikset vipattaen, sillä tämän kauden tavoitteet on saavutettu. Parhaansa toki pelaten, mutta ilman raskaita paineita, Penat ryntäävät välierävastustajansa kimppuun kuin mäyrä (meles meles).</p>
Välieräraportti: DRA-PLEE;Jukka Tanninen / DRA;2004-03-08;16:06:48;<p>Runkosarjan taas kerran kuin vahingossa voittanut Draconis sai välieräkaverikseen omaksi yllätyksekseenkin välierästä itsensä löytäneet Olvin Pentit.</p><p><br></p><p>Karsintaotteluilta täpärästi välttyneet seniilit sedät pystyivätkin pelaamaan rennolla otteella kauden tavoitteensa jo saavuttaneena (oliko niitä edes?). Muutenkin pudotuspelirutiininsa jo viime vuosituhannen puolella selkärankaansa evoluution jatkumossa imeneet hankkijan pojat pääsivät lähtemään mitalitaisteluun täysin paineettomassa haastajan asemassa.</p><p><br></p><p>Jarno Hyyryläisen johtama lohikäärmearmeija sen sijaan joutui lähtemään välieräkoitokseen mielessään kauden päätavoitteen saavuttaminen: viimevuotisen (katkerankin?) pronssin kirkastaminen. Penteille häviäminen välierässä tuntuikin täysin käsittämättömältä ajatukselta, vaikka otteitaan parantaneet vakavanhat olivatkin jo nöyryyttäneet pikametallimiehiä puolivälieräsarjassa.</p><p><br></p><p>Penteillä oli asettaa kaikki valttikorttinsa nopan heittäjiä vastaan: pitkältä etelän leiriltä palannut Tero Lintunen palasi Penttipaatin ruoriin, ohjaten sitä varmoin ottein. Metelimiehien heviä puolivälierässä kuunnellut Pentti Akkanen oli lämmennyt herkästä hissimusiikista sen verran, että oli välierässä tulessa. Kun myös muut Pentit tuntuivat löytäneen sen kuuluisan jyvän myös kyykkäkentältä, oli välieräsarjan lopputulos kaikkea muuta kuin kirkossa kuulutettu (ja hyvä näin, tätähä PKMM:kin vastustaisi).</p><p><br></p><p>Ensimmäiseen otteluun saapui silminnähden hermostunut Draconis, ja tulos oli sen mukainen. Toiseen erään lähtiessä tilanne oli täysin odottamaton: Pentit johtivat 10 pisteellä. Kellarin lohikäärme heräsi kuitenkin unestaan ja Draconis pakotti Pentit pelaamaan parasta peliään, jättäen vain pari kyykkää kentälle. Penttimäinen flaksi kuitenkin kävi, kun nelosheittäjä Akkanen yllätti viimeisellä heitollaan itsensäkin omatekoisella trick shotillaan, tasoittaen lopputulokseksi PLEE-DRA 27-27 (13-23).</p><p><br></p><p>Ensimmäinen peli mielessään Draconis pääsi toiseen otteluun kotikentälleen, eikä antanut Penteille mitään mahdollisuuksia. Ensimmäisen erän jälkeen kuului penttirivistössä *NAPS* ja toinen erä olikin vain rentoa pelailua. Peruspelillä irtosi Draconiksen kauden ensimmäinen pudotuspelivoitto lukemin DRA-PLEE 11-42 (2-14).</p><p><br></p><p>Ratkaisu siirtyi perjantaille. Draconis oli voiton päässä finaalipaikasta, Penttien pyrkiessä voittamaan hallitsevan kaksinkertaisen runkosarjan mestarin kahdesti.  Pentit pyrkivät<br>musertamaan Draconiksen taistelumoraalin vihjailemalla edellisenä iltana, että Penttien henkinen johtaja Akkanen lähtisi Elimäelle meditoimaan, eikä pelaisi perjantaina. Kyykkälegenda oli kuitenkin pistänyt prioriteetit järjestykseen ja saapui kentälle vastustajan tyrmistykseksi. Kaksi ottelua toisiaan tunnustelleet joukkueet etsivät kaikki ässät hihoistaan ja pelasivat kuin viimeistä päivää (mikä sinänsä välieräsarjan kohdalla pitikin paikkansa). Kovan taistelun päätteeksi Penttien viimestelijämestari Akkanen pääsikin sivaltamaan viimeisellä heitollaan kirpeästi lohikäärmeen suomujen väliin, voiton valuessa Penteille tuloksella PLEE-DRA 6-8 (2-8).</p><p><br></p><p>Viimeinen ja ratkaisevan peli aloitettiin välittömästi veret seisauttaneen, koko kauden kovatasoisimman ottelun jälkeen. 'Ei voi Pentit pelata kahta hyvää peliä peräkkäin! Se on vastoin fysiikan<br>lakeja!', kuului asiantuntevien suusta, kun joukkueet asettuivat viimeiseen voimainmittelöön. Kaksi peliä putkeen oli kuin olikin vanhoille sedille liikaa ja Pentit palasivat takaisin runkosarjan tasolleen. Draconiksen siideriketjulle riittikin varsin rutiininomainen peli selvään pistevoittoon 22-41 (11-24) ja finaalipaikka ensimmäisen kerran Nopan Herroille otteluvoitoin 2-1!</p><p><br></p><p>Kauden päätavoitteensa saavuttanut ja hopeaakin jo juhlinut Draconis lähtee finaaliin kiusaamaan jo lähes kaikkivaltiaan tavoin kyykkäävää ITKK-99:ä. Voittaako NKL:n Ferrari (anteeksi mikä? -toim. huom.), vai hyytyykö McLaren (taas), se nähdään kuluvalla viikolla.</p>
Välieräraportti: ITKK-LMTVO;Mikko Kuusio/ITKK;2004-03-09;09:39:47;<p>Aikaisemmista kausista viisastuneena ITKK oli jättäytynyt runkosarjassa sijoille 3-6, josta on hyvä lähteä aina tiukkoihin pudotuspeleihin. Moneen vuoteen ainakin allekirjoittaneen mielestä joukkueen peli näytti varsin hyvältä jo ennen ensimmäistä pudotusottelua.</p><p><br></p><p>Puolivälierissä vastaan tuli LSD, joka oli esittänyt kauden aikana hyvinkin ailahtelevia otteita. Jännittävien ottelujen kannalta valitettavasti LSD oli hyvinkin alavireinen. Ja jo ensimmäisellä jaksoilla kuultiin liigan tunnuslausetta: 'Me ollaan hävittyy tää peli'. Ottelusarjasta voitaneen ITKK-99:n osalta mainita Ahonen-Jääskeläinen akseli joka suorastaan murskasi vastustajan selkärankaa heitosta toiseen. Labralta ei voi olla mainitsematta kauden heikoiten vaiheistettujen heittojen lisäksi ottelusarjan kohokohtaa eli Riku Kemppaisen toisessa ottelussa heittämää rypälepommia jonka tuloksena 'puhtaasti' 10 kyykkää ulos. Ottelut päättyivät murskaavasti 6-62 (2-42) ja 10-44 (12-27). Mestarit siis välieriin Luolamiehiä vastaan. Huomioitavaa toisessa ottelussa ITKK:n erätulos joka sivuaa Liigan eräennätystä (-2).</p><p><br></p><p>Välieräpareista ITKK:n ja LMTVO:n ottelusarja oli spekulaatioissa nostettu jopa mestaruuskamppailuksi ja joukkueidenkin sisällä ottalusarjasta odotettiin tasaista ja vähäpisteistä. Ensimmäinen ottelu olikin varsin mielenkiintoinen ainakin tilastojen valossa. Luolamiehet sutivat 14 kappaletta yhden kyykän heittoja, kun Komeetat komistivat haukitilastoja yhteensä seitsemällä vonkaleella. Molemmat jaksot alkoivat Mestarien näytöksellä, mutta vastustaja kiri aina kantaan, muttei onneksi ohi. Lopputulos 15-19 (8-10). Toiseen otteluun jäikin sopivasti parannettavaa molemmille. Vauhtia toiseen otteluun haettiinkin yhteisistä harjoituksista. Lievää 'taitojen' tarttumista olikin havaittavissa sillä ITKK sai tilastoihin lisää ykkösiä kun LMTVO puolestaan hamusi haukia. Mestarit olivat oppineet VTTU:n opettaman läksyn ettei ensimäisellä jaksolla saa antaan liikaa etteen, koska vähiin pisteisiin tasattu toinen erä ei tuo kuin karvaan tappion. Penttisen kerätessä illan komeimman saaliin päädyttiin lukemiin 13-7 (11-5) ja Mestarit puhtaalla pelillä finaaliin. Joukkueen maskotti ja rääväsuukin avasi ottelun päätteeksi sanaisen arkkunsa ja tokaisi 'Jaa että taas finaalissa'.</p><p><br></p><p>Huomenna alkavissa finaaleissa vastaan asettuu Draconis, joka tiukahkon väännön jälkeen kellisti Pentit toisessa välieräsarjassa. Runkosarjan voittanut liskolauma näytti kahdessa ottelussa Mestareille kaapin paikan alkukaudesta, mutta nähtäväksi jää kumman voittoputki jatkuu ensimmäisessä finaalissa. Tulkaa siis kaikki seuraamaan tiukkaa vääntöä TEK maljasta tiistaina kello 19.00 alkaen. Lämmittelymatsina ainakin toinen pronssiottelu.</p>
Kolmannen finaaliottelun ajankohta;NKL;2004-03-12;16:14:03;<p>Tänään perjantaina pelattava kolmas finaaliottelu on siirretty alkamaan klo 18:00.</p>
Draconis uusi NKL:n mestari;NKL;2004-03-15;10:17:23;<p>Draconis vei tiukassa finaaliväännössä NKL:n mestaruuden. Finaalivastustaja ITKK taipui lopulta neljän ottelun mittaiseksi venyneessä finaalisarjassa. Pronssit vei puhtaasti LMTVO.</p>
Finaaliraportti: ITKK-DRA;Jukka Tanninen / DRA;2004-03-15;10:26:59;<p>Finaalisarjaan lähti etukäteisarvioilta pelityyliltään kaksi varsin erilaista joukkuetta. Hallitseva kaksinkertainen mestari ITKK-99 oli löytänyt uuden vaihteen runkosarjan loppukaudesta. Kun huimaan pelivireeseen itsensä treenanneen Jussi Ahosen esimerkkiä seuraten melkein koko joukkue oli löytänyt heittoonsa sekä tyyliä että kovuutta, oli hallitsevan mestarin otteissa näkyvissä koko NKL:n historian kovinta kyykkää. Ainoana heikkoutena oli ehkä nähtävissä viimeistelyn ajoittainen ontuminen, kun joukkueen tarkin Jussi 'Jussu' Ahonen oli siirretty siivoamaan konaa akkojen sijasta. Joukkueen tasaisen varma tornien täystuhotekniikka(tm) kuitenkin varmisti yleensä sen, että lopussa hutiheitoilla peloteltiin vain neliöön jääneitä orpoja kyykkiä. Draconiksen materiaali oli sanalla sanoen kortilla, ellei jopa nopalla. Joukkue saikin moneen otteeseen miettiä tarkkaan, minkä näköistä miestä tai naista line-upista peliin otettaisiin ja jos niin mille paikalle. Se kuuluisa kolmospaikan dilemma iski tälläkin kaudella useassa pelissä ilkeästi. Lopulta päädyttiin värikoodauksen tai arpomisen sijaan kokoseulaan, isompien heittäessä ensin ja pienempien sitten. Joukkueen suureksi yllätykseksi tällä tavalla saavutetiinkin parhaimmat pelitulokset.</p><p><br></p><p>ITKK:n hurjan pudotuspelikunnon sai ensimmäisenä tuta puolivälierässä LSD. Sana 'roadkill' kuvannee yhdellä sanalla sanottuna puolivälieräsarjaa parhaiten. Välierissä ITKK joutuikin pelaamaan jo tarkemmin, kun vastaan asettui aina vaarallinen (ainakin sisätiloissa) Luolamiesten Työväenopisto. Luolamiehet eivät kuitenkaan pystyneet aivan parhaimpaansa ja ITKK keräsikin trophylistalleen kasan vettyneitä loasin päiväpeitteitä.</p><p><br></p><p>Draconis oli toisaalla helisemässä omassa välierässään Olvin Penttien löytäessä sen oikean pudotuspelipuudutuksen korvien väliinsä. Rennosti ja ilman paineita pelanneet seniilit sedät meinasivatkin syöttää siideriliskoille pahaa kaliaa, kun tusinapelien väliin mahtui yksi kuuden pisteen peli. Pitkä sarja teki kuitenkin tehtävänsä, ja ratkaisevassa neljännessä ottelussa oranssihattuiset ja valkotakkiset sedät antoivat lopulta periksi. Penteille kiitos hyvästä vastuksesta (varsinkin siitä henkisestä!), jännää oli, kun ainakin yksi Draconiksen pelaaja pelasi koko välieräsarjan kauhusta jäykkänä (nimim. itsensä kramppiin asti jännittänyt aloitusheittäjä).</p><p><br></p><p>Kun Luolamiehet näyttivät Penteille vihreän vadin paikan (???), oli selvää, että mitaleille sijoittuisi kolme liigan tämän hetken kovatasoisinta joukkuetta. Finaaliin asettui kaksinkertainen hallitseva mestari Ikuisesti Taistelevat Kormartekin Komeetat 99 ja kaksinkertainen hallitseva runkosarjan mestari Draconis. Jo vuosia NKL:ssä liikkunut legenda runkosarjan voittajan risukkoisesta ja epäonnisesta tiestä pudotuspelien kuninkaaksi oli ehtinyt kasvaa miehen mittoihin. Kun ITKK-99 oli esittänyt ilmiömäisiä otteita aikaisemmissa pudotuspeleissä, Draconis tyytyi pelaamaan omaa peliään ja tyytymään tarvittaessa hopeaan tyyliin 'paskasti pelaamalla ei kyllä finaalisarjaa hävitä!'. Ja mikä finaalisarja siitä sitten syntyikään!</p><p><br></p><p>Ensimmäinen ottelu 9.3.2004</p><p><br></p><p>ITKK-99 lähti otteluun kovaakin kovemmalla nelikolla Kuokka-Ahonen-Matikainen-Jääskeläinen. Draconis luotti kokoonpanoon Tanninen-Talvirinne-Koistinen-Hyyryläinen. Draconiksen manageri oli pitkien laskutoimitusten jälkeen saanut summattua joukkueiden erot seuraavasti: 'Jos Anssi ja Jussi pelaa, ITKK:lla on varaa heittää kaksi haukea erään, kolmella menee tasaiseksi'. Ensimmäisessä erässä ITKK heitti kaksi haukea ja otti jo varman tuntuisen kahdeksan pisteen johdon toiseen erään. Draconis vaihtoi hallitsevan haukikuninkaan Janne 'Longsword' Lahdenperän kolmospaikalle ja tulosta alkoi syntyä saman tien. Haukien sijaan liskolauma paukutti kentän tyhjäksi. Kun hallitsevat mestarit kuitenkin tyytyivät vain kahteen haukeen, ratkesi voitto valkopaidoille viimeisellä heitolla luvuin 10-8 (10-2).</p><p><br></p><p>Toinen ottelu 11.3 2004</p><p><br></p><p>Salibandykentältä saatu suru-uutinen Anssi 'Vänsteri' Jääskeläisen loukkaantumisesta latisti hieman tunnelmaa, olihan Anssi yksi ITKK:n suurimmista pienistä heittäjistä. Mikko 'Isi' Kuusio kuitenkin paikkasi pelissä polvensa paukauttaneen vasurin mainioilla 'oho'-heitoillaan.</p><p><br></p><p>Toiseen otteluun Draconis lähti hyväksi havaitulla kokoonpanolla atrain-mies ja kapteeni peräsimessä. Jyri 'Ristijätkä' Koistinen pidettiin tällä kertaa valmiusasemissa loukkaantumisten tai taktisten pelikuvioiden varalta.</p><p><br></p><p>Ensimmäinen erä nyhjättiin varsin tasaisesti, ITKK:n onnistuessa siinä Draconista paremmin. Haastaja joutuikin lähtemään taas takaa-ajoasemasta toiseen erään. Tällä kertaa tosin eroa oli vain kolme pistettä (4-7). Toisessa erässä tontuntappajien nopan heitto onnistuikin yli odotusten, kapteeni Hyyryläisen jäädessä kentän laidalle orpo ilme kasvoillaan 'Mitäs mä ny teen näillä kartuilla, hä?!'. Janne 'Vesiperä' Lahdenperä onnistui kolmospaikalta loistavasti tyhjentäen kentän viimeisillä heitoillaan. Mainittavan arvoista lienee myös Jukka 'Setä' Tannisen pelitulos 29 kyykkää ulos ('Ei mulla oo mitään hätää, Spyko on tuomarina') ja Katja 'Täti' Talvirinteen varma peli kakkospaikalta. Pelin ratkaisi, yllätys yllätys, ITKK:n viimeistely, joka ontui pahemmin kuin Anssi Jääskeläinen sabamatsin jälkeen. Janne 'Cerbele!' Matikaisen heittäessä viimeisellä heitollaan vesiperämäisen(tm) hauen yksittäiseen kyykkään oli yllätys valmis ja kauden ensimmäinen voitto täysin voittamattomalta tuntuvasta ITKK:sta tosiasia. Pelin lopputulos ITKK-DRA 6-5 (4-7). Mainittakoon, että Draconis pelasi koko historiansa parhaan pelinsä ja silti voitti vain pisteellä. Se mielessä olikin hyvä lähteä viimeiseen (niin niin..) ja ratkaisevaan otteluun.</p><p><br></p><p>Ai niin. Käytiinhän siellä areenan lähistöllä monologia ja dialogia jota varmaan jauhetaan vielä pitkään. Se, vaikuttiko se peliin, jäänee arvoitukseksi. Arvoitukseksi ei kuitenkaan jäänyt, ketä Manu Otaniemestä etsi: 'PERTTU! SÄHKÃ–TEKNIIKAN OPISKELIJA PERTTU LEMPINEN!' Jäikö tämäkin spektaakkeli näkemättä? Taas yksi syy lisää mennä Gaala-iltaan 20.3.2004...eikö niin, videoshowsta vastaavat?</p><p><br></p><p>Kolmas ottelu 12.3. 2004</p><p><br></p><p>Kolmas ottelu käytiin aivan hirveästä hallituskähmäilystä riippumatta puoli tuntia määrättyä kellonaikaa aikaisemmin, että saatiin ITKK:n terävin kärki (Jussi) ratkaisevaan peliin mukaan. Draconis tosin joutui lähtemään peliin ilman vahvaa viimeistelijäänsä Lahdenperää, joka meni ihailemaan kuinka pitkän miekan jumala Windsor heilui teräaseen kanssa. Näinpä naftaliinista revittiin taas vanha tuttu Jyri 'Tomahawk' Koistinen. Jäinen alusta ei kuitenkaan ollut hienoista roikuistaan tunnetun sähkötekniikan opiskelijan Lempi(sen)alusta. Kun vaihtoehtona oli ottaa kolmospaikalle rookie Jani 'Isompi Tomahawk' Huusansaari, niin ehkä näin oli kuitenkin parempi. Jäinen alusta on aina ollut kuumaverisille liskoille myrkkyä, viimeksi siitä muistutti PKMM runkosarjassa.</p><p><br></p><p>Kun ensimmäisessä ottelussa saatiin joukkueiden välille eroa kaksi pistettä ja toisessa yksi, moni manasikin kolmannen ottelun lopputulokseksi tasuria.</p><p><br></p><p>Anssi Jääskeläisen ontuessa kentälle ei voinut kuin ihailla ITKK:n taistelumoraalia. Paikaltaan heittäen ja polveaan varoen Jääskeläinen pystyi varsin hyvään peliin nelospaikalta, tehden ensimmäiseen erään vahvan lopetuksen. Hiljalleen illan edetessä jäätynyt kenttä teki monta tepposta heittäjille, ja lopputuloksissa kova alusta näkyi selvästi. Ensimmäinen erä tahkottiin pahaenteisesti tasan 7-7, Draconiksen nysvätessä lopetuksen varsin mallikkaasti. Toisessa erässä mainittavaa oli Janne 'Kolmipäinen hauki' Matikaisen haukisaalis kakkospaikalta ja Ahosen vahva peli kolmospaikalta. Toinen erä päättyikin Draconiksen voittoon 9-10 ja peli 16-17! Draconis oli NKL:n mestari! ... Tai näin ainakin tuomari luuli, kunnes Mikko 'Tuomarit kuriin' Kuusio kävi kertomassa, että kuokkavieras on kahden pisteen arvoinen, vaikka se olisi kuinka pystyssä. Eksaktia faktaa oli se ja erä tasattiin loppujen lopuksi luvuin 9-9 ja koko peli 16-16!</p><p><br></p><p>Neljäs ottelu 12.3.2004</p><p><br></p><p>Tässä vaiheessa alkoi kännykkähässäkkä kentän toisessa päässä, kun Jussi Ahonen järjesteli prioriteetit oikeaan järjestykseen. Lentopallopeli sai odottaa, kun areenalla pelattiin Maailman Kovinta Kyykkää. Kun kona saatiin takaisin paikoilleen, alkoi kenttä olla jo varsin jäisessä kunnossa.</p><p><br></p><p>Sitten se tuli vaikka kukaan ei sitä enää odottanut. Poikkeus sääntöön, pakollinen tilastotappio, huonoa tuuria ja muuta mukavaa, ja juuri tärkeimpään otteluun. ITKK-99 heitti pelissä yhteensä vain kaksi haukea, mutta sitäkin enemmän osin kovan kentän aiheuttamia sivuosumia. Ehkä kentän kovuus haittasi enemmän kovempaa heittäviä hallitsevia mestareita, vaikka niitä hassusti keinahtelevia karttuja nähtiin kyllä paljon molemmin puolin.</p><p><br></p><p>Ensimmäisen erän Draconis voitti yhdeksällä pisteellä luvuin 6-15. Tämä olikin ensimmäinen kerta finaalisarjassa, kun Nopan Orjat pääsivät toiseen erään etulyöntiasemasta. Kun ITKK joutui vielä aloittamaan toisen erän, alkoi korttihuijareiden päässä jo pyöriä ajatus 'ei tässä nyt näin pitänyt käydä'. Kun komeettojen Ahonen oli ainoa jotenkuten onnistuja toisessa erässä ja erätulos karkasi yli kahdenkymmenen, pelasi Draconis viimeiset neljä heittoa surrealistisessa epäuskoisessa horkassa, vaikka lopputulos oli jo selvä: Draconis voitti NKL:n mestaruuden! Lopputulos DRA-ITKK 18-36 (6-15).</p><p><br></p><p>Finaalisarja oli varmaan jännittävä ja kovatasoinen myös yleisön silmissä, kun kommentit katsomorakenteista jäivät varsin vähiin. Olisiko parhaiden paikkojen hinta/laatu-suhde ollut paikallaan, ja katsojat saivat sitä mitä kaipasivatkin: jännittävää peliä ja Maailman Kovinta Kyykkää!</p><p><br></p><p>Draconis kiittää kaikkia joukkueita hyvästä vastuksesta, onnittelee ITKK-99:ä ja LMTVO:ta hopea- ja pronssimitaleista ja toivottaa kaikille kyykkää pelaaville ja/tai sitä seuraaville oikein rattoisaa kesälomaa!</p>
